image_i,image_j,keypoints_i,keypoints_j,raw_matches,filtered_matches,ransac_inliers,inlier_ratio,mean_epipolar_error_all,median_epipolar_error_all,mean_epipolar_error_inliers,median_epipolar_error_inliers,max_epipolar_error_inliers,fundamental_matrix
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6253.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6292.JPG,847,1400,847,74,13,0.17567567567567569,128.36622236544355,27.24761296414348,0.02886950598323363,9.233004361027322e-13,0.35018349970311274,"[[1.2449892890548197e-06, -1.0835856523326813e-07, -0.0007223420646363492], [9.382502085033459e-07, -2.2041770942904375e-07, -0.0004746082369411943], [-0.0017850378261018455, 0.00022632332629563088, 1.0]]"
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6253.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6295.JPG,847,898,847,74,15,0.20270270270270271,142.7121604637872,97.52084430759214,0.048523542969650196,4.657931386180913e-12,0.21873303081024753,"[[2.8079633021816167e-06, -2.010818198799582e-06, -0.0010409633857447593], [-6.811490247651882e-08, 2.696001326636963e-07, -2.5555659428478963e-05], [-0.0026360422791663484, 0.001788734597545574, 1.0]]"
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6253.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6298.JPG,847,678,847,47,13,0.2765957446808511,89.78127704477264,38.084609435371235,0.073890882255391,4.0613778556491896e-13,0.43568226554552764,"[[8.700930270371682e-06, -1.3525712994020759e-06, -0.005397658525360092], [-1.4031005398526053e-05, 2.3000133736234456e-06, 0.006866352085840623], [0.0002887638477645811, -0.00012115728104855677, 1.0]]"
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6253.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6301.JPG,847,692,847,54,16,0.2962962962962963,101.38443706228692,68.90919770414354,0.18514834974685723,0.0629951222931243,0.8487396233771047,"[[-1.2802306869405024e-06, -8.266191944070005e-08, 0.0012139769875293255], [4.3541374588048605e-06, -2.8853031613521095e-07, -0.0027377621787668224], [-0.0020370363446943125, 0.00024999405460436624, 1.0]]"
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6253.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6304.JPG,847,1111,847,57,17,0.2982456140350877,152.66863186108336,46.88001005973514,0.09317419944911988,2.523823718320545e-12,0.44232193050611,"[[-1.3935532991615467e-06, 6.219443810198626e-07, 0.0005513869810132032], [4.8239289967588105e-06, -1.2757972894093023e-06, -0.002222216924609769], [-0.002136002488121167, 0.0005201039461985063, 1.0]]"
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6253.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6310.JPG,847,1277,847,65,13,0.2,122.30008468326956,61.95049051865277,0.07489326622800255,5.181492602435781e-13,0.1990869562183562,"[[-1.038683087786396e-07, 9.278502382870481e-07, -0.0003619357981145534], [1.3599603289791836e-06, 9.258077200628883e-07, -0.0017052002358089575], [-0.0004232620224651778, -0.0012402718086442195, 1.0]]"
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6253.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6313.JPG,847,1098,847,30,10,0.3333333333333333,110.78119129787231,66.8372339107103,0.04699426849506778,7.482084850345564e-13,0.3503145682024133,"[[-2.50658585737143e-07, 1.5124822367988718e-06, -0.0009537431859359752], [4.147259869872567e-07, 2.8755076395186653e-07, -0.00045227587149811556], [3.6512534262828746e-05, -0.001403602736251755, 0.9999999999999999]]"
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6253.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6316.JPG,847,922,847,65,12,0.18461538461538463,100.47086247703683,60.825501030358446,0.06644874220053264,5.687958101351803e-13,0.31302048850118325,"[[7.642492178498492e-06, -7.652669462994073e-06, 0.001095718605034364], [4.931624715756358e-06, 8.439126728972343e-07, -0.003678350237062355], [-0.009196947552563416, 0.00615217061604391, 1.0]]"
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6253.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6320.JPG,847,741,847,95,28,0.29473684210526313,103.38341545564894,17.68926400887632,0.30883803668478177,0.12200468148426127,0.8742050307754328,"[[-5.277366530686547e-07, 6.174095626020609e-07, -0.0015247020351037172], [1.207445232037739e-06, 2.7283106892889757e-07, 0.004686677961299877], [0.0013737033372780703, -0.0057831739400416495, 1.0]]"
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6256.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6259.JPG,469,860,469,105,60,0.5714285714285714,38.99947958209356,0.661876180750144,0.3537776521077674,0.35082990111480483,0.8741742453963779,"[[1.0289779714230593e-07, -8.967959654785614e-08, -0.0010421484006011888], [-3.6843662531793466e-06, 1.1175193605670121e-06, 0.03947052445537264], [0.0033911341790127812, -0.03728863743390187, 1.0]]"
